Linux-riscv64, native, symm, calling, timestamp, 1696856870323755
Linux-riscv64, native, stringsearch, calling, timestamp, 1696850716406926
Linux-riscv64, native, stringsearch, starting, timestamp, 1696850716413532
Linux-riscv64, native, stringsearch, main, timestamp, 1696850716419431
Linux-riscv64, native, stringsearch, start, timestamp, 1696850716419602
Linux-riscv64, native, stringsearch, end, timestamp, 1696850716424924
Linux-riscv64, native, stringsearch, accumulated, elapsed time, 5322
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850716591529
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850716614532
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850716934909
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850716935235
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850716964052
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28817
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850716979624
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717002444
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717023453
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717023771
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717052002
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28231
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717063516
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717086106
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717107417
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717107735
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717136688
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28953
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717148101
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717171286
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717192565
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717192918
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717220702
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27784
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717232171
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717254944
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717276150
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717276577
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717305522
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28945
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717317040
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717339759
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717361022
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717361434
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717389528
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28094
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717400988
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717423911
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717445237
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717445609
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717473773
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28164
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717485201
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717508138
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717529059
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717529391
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717558324
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28933
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717569723
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717592619
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717614008
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717614324
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717643181
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28857
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717654667
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717677544
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717698829
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717699143
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717727152
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28009
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717738699
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717761663
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717782948
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717783259
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717811332
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28073
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717822823
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717845401
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717866211
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717866525
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717894787
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28262
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717906323
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850717928982
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850717949957
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850717950275
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850717978483
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28208
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850717989921
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718012602
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718033641
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718033976
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718062024
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28048
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718073708
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718096493
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718117788
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718118101
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718146964
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28863
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718158591
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718181435
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718202473
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718202803
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718230713
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27910
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718242145
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718265075
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718286104
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718286401
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718314380
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27979
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718325900
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718348694
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718369859
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718370196
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718398490
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28294
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718410025
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718433002
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718454483
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718454783
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718483629
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28846
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718495141
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718517996
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718538964
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718539286
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718567323
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28037
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718578813
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718601679
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718622532
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718622852
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718651604
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28752
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718663101
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718685997
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718706960
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718707304
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718736170
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28866
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718747619
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718770692
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718791741
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718792064
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718821206
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 29142
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718832719
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718855710
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718876572
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718876919
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718904955
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28036
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850718916362
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850718939427
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850718960334
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850718960649
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850718988739
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28090
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719000208
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719023097
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719044062
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719044365
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719072408
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28043
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719083885
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719106767
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719127705
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719128021
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719156744
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28723
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719168082
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719190916
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719211827
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719212147
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719240127
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27980
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719251600
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719274498
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719295491
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719295792
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719323952
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28160
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719335319
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719358167
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719379145
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719379461
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719407475
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28014
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719418919
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719441743
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719462725
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719463053
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719491896
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28843
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719503262
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719526127
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719547037
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719547370
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719575630
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28260
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719587015
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719609844
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719630864
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719631178
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719659307
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28129
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719670836
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719693768
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719714612
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719714925
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719743011
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28086
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719754427
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719777343
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719798267
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719798587
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719826535
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27948
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719837959
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719860920
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719881830
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719882147
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719910200
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28053
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850719921685
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850719944575
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850719965485
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850719965798
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850719994671
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28873
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720006037
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720028891
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720049875
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720050169
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720078049
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27880
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720089450
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720112329
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720133312
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720133627
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720161833
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28206
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720173360
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720196266
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720217149
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720217469
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720246229
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28760
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720257731
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720280583
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720301537
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720301847
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720329921
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28074
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720341447
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720364294
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720385802
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720386098
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720414343
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28245
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720425845
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720448722
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720469843
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720470136
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720498116
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27980
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720509584
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720532467
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720553442
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720553758
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720581854
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28096
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720593312
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720616230
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720637191
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720637508
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720666533
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 29025
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720678133
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720701016
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720721830
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720722151
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720751159
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 29008
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720762554
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720785341
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720806317
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720806640
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720835702
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 29062
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720847289
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720870213
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720891220
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720891534
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850720919367
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27833
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850720930869
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850720953839
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850720974721
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850720975053
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721003249
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28196
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721014749
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721037537
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721058557
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721058853
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721087716
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28863
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721099177
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721122048
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721143018
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721143317
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721171451
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28134
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721182784
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721205721
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721226867
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721227188
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721255394
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28206
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721266864
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721289903
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721310778
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721311095
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721338899
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27804
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721350428
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721373128
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721394405
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721394722
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721423608
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28886
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721435008
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721457803
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721478854
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721479150
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721507292
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28142
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721518681
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721541488
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721562513
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721562824
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721590835
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28011
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721602356
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721625081
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721646108
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721646418
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721674421
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28003
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721685897
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721708780
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721729731
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721730044
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721758078
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28034
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721769540
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721792516
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721813635
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721813953
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721842762
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28809
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721854378
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721877291
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721898376
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721898691
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850721926525
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 27834
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850721938210
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850721961056
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850721982157
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850721982473
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850722010473
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28000
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850722021959
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850722045022
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850722066000
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850722066299
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850722095113
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28814
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850722106567
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850722129568
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850722150666
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850722150985
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850722179907
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28922
Linux-riscv64, wasmtime, stringsearch, calling, timestamp, 1696850722191465
WABENCH, wasmtime, stringsearch, starting, timestamp, 1696850722214573
Linux-riscv64, wasmtime, stringsearch, main, timestamp, 1696850722235621
Linux-riscv64, wasmtime, stringsearch, start, timestamp, 1696850722235934
Linux-riscv64, wasmtime, stringsearch, end, timestamp, 1696850722263934
Linux-riscv64, wasmtime, stringsearch, accumulated, elapsed time, 28000
