Linux-aarch64, native, floyd-warshall, calling, timestamp, 1696920088500946
Linux-aarch64, native, quicksort, accumulated, elapsed time, 355395
Linux-aarch64, native, quicksort, calling, timestamp, 1696867052577439
Linux-aarch64, native, quicksort, starting, timestamp, 1696867052578518
Linux-aarch64, native, quicksort, main, timestamp, 1696867052579601
Linux-aarch64, native, quicksort, start, timestamp, 1696867052579601
Linux-aarch64, native, quicksort, end, timestamp, 1696867052942018
Linux-aarch64, native, quicksort, accumulated, elapsed time, 354325
Linux-aarch64, native, quicksort, calling, timestamp, 1696867052943138
Linux-aarch64, native, quicksort, starting, timestamp, 1696867052944217
Linux-aarch64, native, quicksort, main, timestamp, 1696867052945307
Linux-aarch64, native, quicksort, start, timestamp, 1696867052945307
Linux-aarch64, native, quicksort, end, timestamp, 1696867053307364
Linux-aarch64, native, quicksort, accumulated, elapsed time, 353961
Linux-aarch64, native, quicksort, calling, timestamp, 1696867053308466
Linux-aarch64, native, quicksort, starting, timestamp, 1696867053309549
Linux-aarch64, native, quicksort, main, timestamp, 1696867053310644
Linux-aarch64, native, quicksort, start, timestamp, 1696867053310644
Linux-aarch64, native, quicksort, end, timestamp, 1696867053671561
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352829
Linux-aarch64, native, quicksort, calling, timestamp, 1696867053672684
Linux-aarch64, native, quicksort, starting, timestamp, 1696867053673770
Linux-aarch64, native, quicksort, main, timestamp, 1696867053674860
Linux-aarch64, native, quicksort, start, timestamp, 1696867053674860
Linux-aarch64, native, quicksort, end, timestamp, 1696867054035471
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352523
Linux-aarch64, native, quicksort, calling, timestamp, 1696867054036612
Linux-aarch64, native, quicksort, starting, timestamp, 1696867054037698
Linux-aarch64, native, quicksort, main, timestamp, 1696867054038792
Linux-aarch64, native, quicksort, start, timestamp, 1696867054038792
Linux-aarch64, native, quicksort, end, timestamp, 1696867054398864
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351984
Linux-aarch64, native, quicksort, calling, timestamp, 1696867054399976
Linux-aarch64, native, quicksort, starting, timestamp, 1696867054401064
Linux-aarch64, native, quicksort, main, timestamp, 1696867054402149
Linux-aarch64, native, quicksort, start, timestamp, 1696867054402149
Linux-aarch64, native, quicksort, end, timestamp, 1696867054762086
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351819
Linux-aarch64, native, quicksort, calling, timestamp, 1696867054763203
Linux-aarch64, native, quicksort, starting, timestamp, 1696867054764276
Linux-aarch64, native, quicksort, main, timestamp, 1696867054765367
Linux-aarch64, native, quicksort, start, timestamp, 1696867054765367
Linux-aarch64, native, quicksort, end, timestamp, 1696867055127729
Linux-aarch64, native, quicksort, accumulated, elapsed time, 354267
Linux-aarch64, native, quicksort, calling, timestamp, 1696867055128837
Linux-aarch64, native, quicksort, starting, timestamp, 1696867055129910
Linux-aarch64, native, quicksort, main, timestamp, 1696867055131010
Linux-aarch64, native, quicksort, start, timestamp, 1696867055131010
Linux-aarch64, native, quicksort, end, timestamp, 1696867055490715
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351619
Linux-aarch64, native, quicksort, calling, timestamp, 1696867055491840
Linux-aarch64, native, quicksort, starting, timestamp, 1696867055492915
Linux-aarch64, native, quicksort, main, timestamp, 1696867055493994
Linux-aarch64, native, quicksort, start, timestamp, 1696867055493994
Linux-aarch64, native, quicksort, end, timestamp, 1696867055854219
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352128
Linux-aarch64, native, quicksort, calling, timestamp, 1696867055855309
Linux-aarch64, native, quicksort, starting, timestamp, 1696867055856393
Linux-aarch64, native, quicksort, main, timestamp, 1696867055857485
Linux-aarch64, native, quicksort, start, timestamp, 1696867055857485
Linux-aarch64, native, quicksort, end, timestamp, 1696867056217146
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351567
Linux-aarch64, native, quicksort, calling, timestamp, 1696867056218246
Linux-aarch64, native, quicksort, starting, timestamp, 1696867056219315
Linux-aarch64, native, quicksort, main, timestamp, 1696867056220426
Linux-aarch64, native, quicksort, start, timestamp, 1696867056220426
Linux-aarch64, native, quicksort, end, timestamp, 1696867056580710
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352184
Linux-aarch64, native, quicksort, calling, timestamp, 1696867056581825
Linux-aarch64, native, quicksort, starting, timestamp, 1696867056582898
Linux-aarch64, native, quicksort, main, timestamp, 1696867056584002
Linux-aarch64, native, quicksort, start, timestamp, 1696867056584002
Linux-aarch64, native, quicksort, end, timestamp, 1696867056943891
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351801
Linux-aarch64, native, quicksort, calling, timestamp, 1696867056945021
Linux-aarch64, native, quicksort, starting, timestamp, 1696867056946094
Linux-aarch64, native, quicksort, main, timestamp, 1696867056947189
Linux-aarch64, native, quicksort, start, timestamp, 1696867056947189
Linux-aarch64, native, quicksort, end, timestamp, 1696867057306025
Linux-aarch64, native, quicksort, accumulated, elapsed time, 350746
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867057314831
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867057317717
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867057345165
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867057345165
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867057744612
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388477
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867057746451
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867057749192
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867057777111
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867057777111
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867058177407
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 389431
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867058179192
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867058181901
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867058213079
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867058213079
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867058612901
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388927
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867058614722
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867058617382
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867058645053
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867058645053
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867059042059
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386089
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867059043810
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867059046349
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867059065047
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867059065047
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867059465757
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 389740
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867059467541
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867059470157
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867059489063
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867059489063
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867059887347
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 387401
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867059889140
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867059891753
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867059921049
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867059921049
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867060320340
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388315
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867060322115
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867060324720
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867060345047
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867060345047
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867060744815
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388820
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867060746576
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867060749190
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867060777042
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867060777042
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867061175125
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 387068
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867061176895
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867061179399
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867061217018
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867061217018
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867061614170
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386169
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867061615953
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867061618441
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867061637038
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867061637038
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867062033785
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 385744
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867062035541
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867062038133
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867062057055
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867062057055
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867062454524
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386486
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867062456335
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867062458928
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867062477043
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867062477043
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867062874567
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386558
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867062876317
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867062878805
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867062917029
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867062917029
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867063316560
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388645
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696867063318354
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696867063321029
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696867063345051
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696867063345051
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696867063745037
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 389087
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867063754373
WABENCH, iwasm, quicksort, starting, timestamp, 1696867063755641
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867063761082
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867063761082
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867066734329
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2774662
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867066736186
WABENCH, iwasm, quicksort, starting, timestamp, 1696867066737388
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867066742623
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867066742623
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867069717604
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2776394
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867069719375
WABENCH, iwasm, quicksort, starting, timestamp, 1696867069720632
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867069725800
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867069725800
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867072742238
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2817851
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867072744034
WABENCH, iwasm, quicksort, starting, timestamp, 1696867072745265
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867072750678
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867072750678
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867075725642
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2776385
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867075727998
WABENCH, iwasm, quicksort, starting, timestamp, 1696867075729220
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867075734493
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867075734493
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867078710192
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2777140
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867078711965
WABENCH, iwasm, quicksort, starting, timestamp, 1696867078713185
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867078718448
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867078718448
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867081693353
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2776451
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867081695790
WABENCH, iwasm, quicksort, starting, timestamp, 1696867081697011
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867081702266
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867081702266
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867084677946
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2777087
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867084679753
WABENCH, iwasm, quicksort, starting, timestamp, 1696867084680963
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867084686211
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867084686211
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867087661526
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2776730
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867087663855
WABENCH, iwasm, quicksort, starting, timestamp, 1696867087665086
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867087670357
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867087670357
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867090645850
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2776947
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867090647643
WABENCH, iwasm, quicksort, starting, timestamp, 1696867090648855
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867090654099
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867090654099
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867093627763
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2775105
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867093629574
WABENCH, iwasm, quicksort, starting, timestamp, 1696867093630781
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867093635928
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867093635928
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867096503231
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2668718
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867096505019
WABENCH, iwasm, quicksort, starting, timestamp, 1696867096506233
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867096511330
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867096511330
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867099485850
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2775950
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867099487665
WABENCH, iwasm, quicksort, starting, timestamp, 1696867099488897
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867099494161
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867099494161
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867102467902
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2775139
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867102469707
WABENCH, iwasm, quicksort, starting, timestamp, 1696867102470911
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867102476002
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867102476002
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867105451452
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2776878
Linux-aarch64, iwasm, quicksort, calling, timestamp, 1696867105453231
WABENCH, iwasm, quicksort, starting, timestamp, 1696867105454439
Linux-aarch64, iwasm, quicksort, main, timestamp, 1696867105459541
Linux-aarch64, iwasm, quicksort, start, timestamp, 1696867105459541
Linux-aarch64, iwasm, quicksort, end, timestamp, 1696867108434061
Linux-aarch64, iwasm, quicksort, accumulated, elapsed time, 2775957
Linux-aarch64, native, quicksort, calling, timestamp, 1696911422733310
Linux-aarch64, native, quicksort, starting, timestamp, 1696911422734755
Linux-aarch64, native, quicksort, main, timestamp, 1696911422735884
Linux-aarch64, native, quicksort, start, timestamp, 1696911422735884
Linux-aarch64, native, quicksort, end, timestamp, 1696911423098736
Linux-aarch64, native, quicksort, accumulated, elapsed time, 354753
Linux-aarch64, native, quicksort, calling, timestamp, 1696911423099852
Linux-aarch64, native, quicksort, starting, timestamp, 1696911423100943
Linux-aarch64, native, quicksort, main, timestamp, 1696911423102061
Linux-aarch64, native, quicksort, start, timestamp, 1696911423102061
Linux-aarch64, native, quicksort, end, timestamp, 1696911423464153
Linux-aarch64, native, quicksort, accumulated, elapsed time, 353994
Linux-aarch64, native, quicksort, calling, timestamp, 1696911423465269
Linux-aarch64, native, quicksort, starting, timestamp, 1696911423466367
Linux-aarch64, native, quicksort, main, timestamp, 1696911423467463
Linux-aarch64, native, quicksort, start, timestamp, 1696911423467463
Linux-aarch64, native, quicksort, end, timestamp, 1696911423830403
Linux-aarch64, native, quicksort, accumulated, elapsed time, 354843
Linux-aarch64, native, quicksort, calling, timestamp, 1696911423831486
Linux-aarch64, native, quicksort, starting, timestamp, 1696911423832561
Linux-aarch64, native, quicksort, main, timestamp, 1696911423833653
Linux-aarch64, native, quicksort, start, timestamp, 1696911423833653
Linux-aarch64, native, quicksort, end, timestamp, 1696911424196745
Linux-aarch64, native, quicksort, accumulated, elapsed time, 354997
Linux-aarch64, native, quicksort, calling, timestamp, 1696911424197851
Linux-aarch64, native, quicksort, starting, timestamp, 1696911424198879
Linux-aarch64, native, quicksort, main, timestamp, 1696911424199982
Linux-aarch64, native, quicksort, start, timestamp, 1696911424199982
Linux-aarch64, native, quicksort, end, timestamp, 1696911424560771
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352707
Linux-aarch64, native, quicksort, calling, timestamp, 1696911424561871
Linux-aarch64, native, quicksort, starting, timestamp, 1696911424562908
Linux-aarch64, native, quicksort, main, timestamp, 1696911424564011
Linux-aarch64, native, quicksort, start, timestamp, 1696911424564011
Linux-aarch64, native, quicksort, end, timestamp, 1696911424924483
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352380
Linux-aarch64, native, quicksort, calling, timestamp, 1696911424925574
Linux-aarch64, native, quicksort, starting, timestamp, 1696911424926656
Linux-aarch64, native, quicksort, main, timestamp, 1696911424927743
Linux-aarch64, native, quicksort, start, timestamp, 1696911424927743
Linux-aarch64, native, quicksort, end, timestamp, 1696911425288007
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352170
Linux-aarch64, native, quicksort, calling, timestamp, 1696911425289096
Linux-aarch64, native, quicksort, starting, timestamp, 1696911425290185
Linux-aarch64, native, quicksort, main, timestamp, 1696911425291271
Linux-aarch64, native, quicksort, start, timestamp, 1696911425291271
Linux-aarch64, native, quicksort, end, timestamp, 1696911425651285
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351935
Linux-aarch64, native, quicksort, calling, timestamp, 1696911425652363
Linux-aarch64, native, quicksort, starting, timestamp, 1696911425653440
Linux-aarch64, native, quicksort, main, timestamp, 1696911425654552
Linux-aarch64, native, quicksort, start, timestamp, 1696911425654552
Linux-aarch64, native, quicksort, end, timestamp, 1696911426015210
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352567
Linux-aarch64, native, quicksort, calling, timestamp, 1696911426016306
Linux-aarch64, native, quicksort, starting, timestamp, 1696911426017380
Linux-aarch64, native, quicksort, main, timestamp, 1696911426018488
Linux-aarch64, native, quicksort, start, timestamp, 1696911426018488
Linux-aarch64, native, quicksort, end, timestamp, 1696911426378413
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351839
Linux-aarch64, native, quicksort, calling, timestamp, 1696911426379512
Linux-aarch64, native, quicksort, starting, timestamp, 1696911426380587
Linux-aarch64, native, quicksort, main, timestamp, 1696911426381679
Linux-aarch64, native, quicksort, start, timestamp, 1696911426381679
Linux-aarch64, native, quicksort, end, timestamp, 1696911426741483
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351719
Linux-aarch64, native, quicksort, calling, timestamp, 1696911426742605
Linux-aarch64, native, quicksort, starting, timestamp, 1696911426743685
Linux-aarch64, native, quicksort, main, timestamp, 1696911426744776
Linux-aarch64, native, quicksort, start, timestamp, 1696911426744776
Linux-aarch64, native, quicksort, end, timestamp, 1696911427104063
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351195
Linux-aarch64, native, quicksort, calling, timestamp, 1696911427105160
Linux-aarch64, native, quicksort, starting, timestamp, 1696911427106236
Linux-aarch64, native, quicksort, main, timestamp, 1696911427107313
Linux-aarch64, native, quicksort, start, timestamp, 1696911427107313
Linux-aarch64, native, quicksort, end, timestamp, 1696911427467631
Linux-aarch64, native, quicksort, accumulated, elapsed time, 352221
Linux-aarch64, native, quicksort, calling, timestamp, 1696911427468716
Linux-aarch64, native, quicksort, starting, timestamp, 1696911427469783
Linux-aarch64, native, quicksort, main, timestamp, 1696911427470871
Linux-aarch64, native, quicksort, start, timestamp, 1696911427470871
Linux-aarch64, native, quicksort, end, timestamp, 1696911427830641
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351679
Linux-aarch64, native, quicksort, calling, timestamp, 1696911427831740
Linux-aarch64, native, quicksort, starting, timestamp, 1696911427832810
Linux-aarch64, native, quicksort, main, timestamp, 1696911427833911
Linux-aarch64, native, quicksort, start, timestamp, 1696911427833911
Linux-aarch64, native, quicksort, end, timestamp, 1696911428193883
Linux-aarch64, native, quicksort, accumulated, elapsed time, 351871
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911428202644
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911428205539
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911428234865
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911428234865
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911428636112
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 390196
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911428637949
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911428640725
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911428670803
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911428670803
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911429070995
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 389219
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911429072794
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911429075503
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911429102773
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911429102773
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911429502623
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388987
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911429504380
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911429507071
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911429542758
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911429542758
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911429942378
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388718
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911429944242
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911429946866
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911429970738
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911429970738
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911430368352
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386749
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911430370125
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911430372756
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911430402733
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911430402733
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911430802430
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 388794
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911430804186
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911430806775
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911430838732
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911430838732
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911431235799
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386212
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911431237564
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911431240155
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911431270786
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911431270786
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911431667864
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386159
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911431669781
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911431672457
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911431722751
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911431722751
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911432121435
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 387785
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911432123282
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911432125893
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911432146752
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911432146752
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911432543955
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 386263
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911432545685
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911432548301
Linux-aarch64, wasmtime, quicksort, main, timestamp, 1696911432574745
Linux-aarch64, wasmtime, quicksort, start, timestamp, 1696911432574745
Linux-aarch64, wasmtime, quicksort, end, timestamp, 1696911432971554
Linux-aarch64, wasmtime, quicksort, accumulated, elapsed time, 385917
Linux-aarch64, wasmtime, quicksort, calling, timestamp, 1696911432973365
Linux-aarch64, wasmtime, quicksort, starting, timestamp, 1696911432975857
