Linux-aarch64-AWS, native, floyd-warshall, calling, timestamp, 1696846258192081
Linux-aarch64-AWS, wasmtime, jacobi-1d, main, timestamp, 1696847625981740
Linux-aarch64-AWS, wasmtime, jacobi-1d, start, timestamp, 1696847625981794
Linux-aarch64-AWS, wasmtime, jacobi-1d, end, timestamp, 1696847625984651
Linux-aarch64-AWS, wasmtime, jacobi-1d, accumulated, elapsed time, 2857
Linux-aarch64-AWS, wasmtime, jacobi-1d, calling, timestamp, 1696847625998463
Linux-aarch64-AWS, wasmtime, jacobi-1d, starting, timestamp, 1696847626001272
Linux-aarch64-AWS, wasmtime, jacobi-1d, main, timestamp, 1696847626021754
Linux-aarch64-AWS, wasmtime, jacobi-1d, start, timestamp, 1696847626021809
Linux-aarch64-AWS, wasmtime, jacobi-1d, end, timestamp, 1696847626024665
Linux-aarch64-AWS, wasmtime, jacobi-1d, accumulated, elapsed time, 2856
Linux-aarch64-AWS, wasmtime, jacobi-1d, calling, timestamp, 1696847626035946
Linux-aarch64-AWS, wasmtime, jacobi-1d, starting, timestamp, 1696847626038715
Linux-aarch64-AWS, wasmtime, jacobi-1d, main, timestamp, 1696847626073730
Linux-aarch64-AWS, wasmtime, jacobi-1d, start, timestamp, 1696847626073784
Linux-aarch64-AWS, wasmtime, jacobi-1d, end, timestamp, 1696847626076641
Linux-aarch64-AWS, wasmtime, jacobi-1d, accumulated, elapsed time, 2857
Linux-aarch64-AWS, wasmtime, jacobi-1d, calling, timestamp, 1696847626090016
Linux-aarch64-AWS, wasmtime, jacobi-1d, starting, timestamp, 1696847626092793
Linux-aarch64-AWS, wasmtime, jacobi-1d, main, timestamp, 1696847626133738
Linux-aarch64-AWS, wasmtime, jacobi-1d, start, timestamp, 1696847626133793
Linux-aarch64-AWS, wasmtime, jacobi-1d, end, timestamp, 1696847626136650
Linux-aarch64-AWS, wasmtime, jacobi-1d, accumulated, elapsed time, 2857
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626156026
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626157341
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626162996
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626163100
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626221928
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58828
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626237450
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626238724
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626244183
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626244281
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626303109
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58828
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626318596
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626319854
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626325197
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626325299
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626384112
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58813
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626399503
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626400755
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626406080
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626406177
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626464999
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58822
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626480402
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626481650
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626487007
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626487105
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626545923
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58818
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626561371
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626562625
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626567908
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626568006
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626626823
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58817
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626642261
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626643501
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626648788
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626648885
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626707700
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58815
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626723107
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626724355
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626729654
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626729751
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626788565
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58814
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626804070
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626805311
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626810530
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626810626
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626869441
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 58815
Linux-aarch64-AWS, iwasm, jacobi-1d, calling, timestamp, 1696847626884911
Linux-aarch64-AWS, iwasm, jacobi-1d, starting, timestamp, 1696847626886195
Linux-aarch64-AWS, iwasm, jacobi-1d, main, timestamp, 1696847626891465
Linux-aarch64-AWS, iwasm, jacobi-1d, start, timestamp, 1696847626891562
Linux-aarch64-AWS, iwasm, jacobi-1d, end, timestamp, 1696847626948863
Linux-aarch64-AWS, iwasm, jacobi-1d, accumulated, elapsed time, 57301
Linux-aarch64-AWS, native, adi, calling, timestamp, 1696847188270266
Linux-aarch64-AWS, native, adi, starting, timestamp, 1696847188271440
Linux-aarch64-AWS, native, adi, main, timestamp, 1696847188272609
Linux-aarch64-AWS, native, adi, start, timestamp, 1696847188276703
Linux-aarch64-AWS, native, adi, end, timestamp, 1696847198389781
Linux-aarch64-AWS, native, adi, accumulated, elapsed time, 10113078
Linux-aarch64-AWS, wasmtime, adi, calling, timestamp, 1696847200157860
Linux-aarch64-AWS, wasmtime, adi, starting, timestamp, 1696847200160768
Linux-aarch64-AWS, wasmtime, adi, main, timestamp, 1696847200227829
Linux-aarch64-AWS, wasmtime, adi, start, timestamp, 1696847200231889
Linux-aarch64-AWS, wasmtime, adi, end, timestamp, 1696847210917427
Linux-aarch64-AWS, wasmtime, adi, accumulated, elapsed time, 10685538
Linux-aarch64-AWS, iwasm, adi, calling, timestamp, 1696847216616939
Linux-aarch64-AWS, iwasm, adi, starting, timestamp, 1696847216618389
Linux-aarch64-AWS, iwasm, adi, main, timestamp, 1696847216624380
Linux-aarch64-AWS, iwasm, adi, start, timestamp, 1696847216641172
Linux-aarch64-AWS, iwasm, adi, end, timestamp, 1696847319054253
Linux-aarch64-AWS, iwasm, adi, accumulated, elapsed time, 102413081
Linux-aarch64-AWS, native, fdtd-2d, calling, timestamp, 1696847326111407
Linux-aarch64-AWS, native, fdtd-2d, starting, timestamp, 1696847326112596
Linux-aarch64-AWS, native, fdtd-2d, main, timestamp, 1696847326113787
Linux-aarch64-AWS, native, fdtd-2d, start, timestamp, 1696847326128629
Linux-aarch64-AWS, native, fdtd-2d, end, timestamp, 1696847327621305
Linux-aarch64-AWS, native, fdtd-2d, accumulated, elapsed time, 1492676
Linux-aarch64-AWS, wasmtime, fdtd-2d, calling, timestamp, 1696847334242704
Linux-aarch64-AWS, wasmtime, fdtd-2d, starting, timestamp, 1696847334245635
Linux-aarch64-AWS, wasmtime, fdtd-2d, main, timestamp, 1696847334324195
Linux-aarch64-AWS, wasmtime, fdtd-2d, start, timestamp, 1696847334339238
Linux-aarch64-AWS, wasmtime, fdtd-2d, end, timestamp, 1696847337484806
Linux-aarch64-AWS, wasmtime, fdtd-2d, accumulated, elapsed time, 3145568
Linux-aarch64-AWS, iwasm, fdtd-2d, calling, timestamp, 1696847363718501
Linux-aarch64-AWS, iwasm, fdtd-2d, starting, timestamp, 1696847363719904
Linux-aarch64-AWS, iwasm, fdtd-2d, main, timestamp, 1696847363725794
Linux-aarch64-AWS, iwasm, fdtd-2d, start, timestamp, 1696847363788102
Linux-aarch64-AWS, iwasm, fdtd-2d, end, timestamp, 1696847432214152
Linux-aarch64-AWS, iwasm, fdtd-2d, accumulated, elapsed time, 68426050
Linux-aarch64-AWS, native, heat-3d, calling, timestamp, 1696847456931415
Linux-aarch64-AWS, native, heat-3d, starting, timestamp, 1696847456932604
Linux-aarch64-AWS, native, heat-3d, main, timestamp, 1696847456933786
Linux-aarch64-AWS, native, heat-3d, start, timestamp, 1696847456944510
Linux-aarch64-AWS, native, heat-3d, end, timestamp, 1696847459762846
Linux-aarch64-AWS, native, heat-3d, accumulated, elapsed time, 2818336
Linux-aarch64-AWS, wasmtime, heat-3d, calling, timestamp, 1696847462831501
Linux-aarch64-AWS, wasmtime, heat-3d, starting, timestamp, 1696847462834486
Linux-aarch64-AWS, wasmtime, heat-3d, main, timestamp, 1696847462907669
Linux-aarch64-AWS, wasmtime, heat-3d, start, timestamp, 1696847462918649
Linux-aarch64-AWS, wasmtime, heat-3d, end, timestamp, 1696847470909302
Linux-aarch64-AWS, wasmtime, heat-3d, accumulated, elapsed time, 7990653
Linux-aarch64-AWS, iwasm, heat-3d, calling, timestamp, 1696847480763702
Linux-aarch64-AWS, iwasm, heat-3d, starting, timestamp, 1696847480765088
Linux-aarch64-AWS, iwasm, heat-3d, main, timestamp, 1696847480770839
Linux-aarch64-AWS, iwasm, heat-3d, start, timestamp, 1696847480819098
Linux-aarch64-AWS, iwasm, heat-3d, end, timestamp, 1696847613979525
Linux-aarch64-AWS, iwasm, heat-3d, accumulated, elapsed time, 133160427
Linux-aarch64-AWS, native, seidel-2d, calling, timestamp, 1696847738807992
Linux-aarch64-AWS, native, seidel-2d, starting, timestamp, 1696847738809183
Linux-aarch64-AWS, native, seidel-2d, main, timestamp, 1696847738810351
Linux-aarch64-AWS, native, seidel-2d, start, timestamp, 1696847738826633
Linux-aarch64-AWS, native, seidel-2d, end, timestamp, 1696847759247027
Linux-aarch64-AWS, native, seidel-2d, accumulated, elapsed time, 20420394
Linux-aarch64-AWS, wasmtime, seidel-2d, calling, timestamp, 1696847766687367
Linux-aarch64-AWS, wasmtime, seidel-2d, starting, timestamp, 1696847766690320
Linux-aarch64-AWS, wasmtime, seidel-2d, main, timestamp, 1696847766743676
Linux-aarch64-AWS, wasmtime, seidel-2d, start, timestamp, 1696847766760018
Linux-aarch64-AWS, wasmtime, seidel-2d, end, timestamp, 1696847787020753
Linux-aarch64-AWS, wasmtime, seidel-2d, accumulated, elapsed time, 20260735
Linux-aarch64-AWS, iwasm, seidel-2d, calling, timestamp, 1696847807870241
Linux-aarch64-AWS, iwasm, seidel-2d, starting, timestamp, 1696847807871605
Linux-aarch64-AWS, iwasm, seidel-2d, main, timestamp, 1696847807877356
Linux-aarch64-AWS, iwasm, seidel-2d, start, timestamp, 1696847807956521
Linux-aarch64-AWS, iwasm, seidel-2d, end, timestamp, 1696847937827610
Linux-aarch64-AWS, iwasm, seidel-2d, accumulated, elapsed time, 129871089
Linux-aarch64-AWS, native, jacobi-2d, calling, timestamp, 1696847627360294
Linux-aarch64-AWS, native, jacobi-2d, starting, timestamp, 1696847627361508
Linux-aarch64-AWS, native, jacobi-2d, main, timestamp, 1696847627362733
Linux-aarch64-AWS, native, jacobi-2d, start, timestamp, 1696847627376445
Linux-aarch64-AWS, native, jacobi-2d, end, timestamp, 1696847628880678
Linux-aarch64-AWS, native, jacobi-2d, accumulated, elapsed time, 1504233
Linux-aarch64-AWS, wasmtime, jacobi-2d, calling, timestamp, 1696847631993225
Linux-aarch64-AWS, wasmtime, jacobi-2d, starting, timestamp, 1696847631996122
Linux-aarch64-AWS, wasmtime, jacobi-2d, main, timestamp, 1696847632063648
Linux-aarch64-AWS, wasmtime, jacobi-2d, start, timestamp, 1696847632077464
Linux-aarch64-AWS, wasmtime, jacobi-2d, end, timestamp, 1696847636791668
Linux-aarch64-AWS, wasmtime, jacobi-2d, accumulated, elapsed time, 4714204
Linux-aarch64-AWS, iwasm, jacobi-2d, calling, timestamp, 1696847644734870
Linux-aarch64-AWS, iwasm, jacobi-2d, starting, timestamp, 1696847644736250
Linux-aarch64-AWS, iwasm, jacobi-2d, main, timestamp, 1696847644742114
Linux-aarch64-AWS, iwasm, jacobi-2d, start, timestamp, 1696847644812112
Linux-aarch64-AWS, iwasm, jacobi-2d, end, timestamp, 1696847727095225
Linux-aarch64-AWS, iwasm, jacobi-2d, accumulated, elapsed time, 82283113
Linux-aarch64-AWS, native, gcc-loops, calling, timestamp, 1696843860296686
Linux-aarch64-AWS, native, gcc-loops, starting, timestamp, 1696843860297851
Linux-aarch64-AWS, native, gcc-loops, main, timestamp, 1696843860299864
Linux-aarch64-AWS, native, gcc-loops, start, timestamp, 1696843860300076
Linux-aarch64-AWS, native, gcc-loops, end, timestamp, 1696843862366036
Linux-aarch64-AWS, native, gcc-loops, accumulated, elapsed time, 2065960
Linux-aarch64-AWS, wasmtime, gcc-loops, calling, timestamp, 1696843862375006
Linux-aarch64-AWS, wasmtime, gcc-loops, starting, timestamp, 1696843862377925
Linux-aarch64-AWS, wasmtime, gcc-loops, main, timestamp, 1696843862475749
Linux-aarch64-AWS, wasmtime, gcc-loops, start, timestamp, 1696843862475982
Linux-aarch64-AWS, wasmtime, gcc-loops, end, timestamp, 1696843874225364
Linux-aarch64-AWS, wasmtime, gcc-loops, accumulated, elapsed time, 11749382
Linux-aarch64-AWS, iwasm, gcc-loops, calling, timestamp, 1696843874243407
Linux-aarch64-AWS, iwasm, gcc-loops, starting, timestamp, 1696843874244787
Linux-aarch64-AWS, iwasm, gcc-loops, main, timestamp, 1696843874264208
Linux-aarch64-AWS, iwasm, gcc-loops, start, timestamp, 1696843874265184
Linux-aarch64-AWS, iwasm, gcc-loops, end, timestamp, 1696844021651127
Linux-aarch64-AWS, iwasm, gcc-loops, accumulated, elapsed time, 147385943
Linux-aarch64-AWS, native, tsf, calling, timestamp, 1696844107781889
Linux-aarch64-AWS, native, tsf, starting, timestamp, 1696844107783082
Linux-aarch64-AWS, native, tsf, main, timestamp, 1696844107784378
Linux-aarch64-AWS, native, tsf, start, timestamp, 1696844107784436
Linux-aarch64-AWS, native, tsf, end, timestamp, 1696844121117339
Linux-aarch64-AWS, native, tsf, accumulated, elapsed time, 13332903
Linux-aarch64-AWS, wasmtime, tsf, calling, timestamp, 1696844121126775
Linux-aarch64-AWS, wasmtime, tsf, starting, timestamp, 1696844121129723
Linux-aarch64-AWS, wasmtime, tsf, main, timestamp, 1696844121261765
Linux-aarch64-AWS, wasmtime, tsf, start, timestamp, 1696844121261850
Linux-aarch64-AWS, wasmtime, tsf, end, timestamp, 1696844135723392
Linux-aarch64-AWS, wasmtime, tsf, accumulated, elapsed time, 14461542
Linux-aarch64-AWS, iwasm, tsf, calling, timestamp, 1696844135740382
Linux-aarch64-AWS, iwasm, tsf, starting, timestamp, 1696844135742017
Linux-aarch64-AWS, iwasm, tsf, main, timestamp, 1696844135753851
Linux-aarch64-AWS, iwasm, tsf, start, timestamp, 1696844135753929
Linux-aarch64-AWS, iwasm, tsf, end, timestamp, 1696844299245281
Linux-aarch64-AWS, iwasm, tsf, accumulated, elapsed time, 163491352
Linux-aarch64-AWS, native, hashset, calling, timestamp, 1696844046098816
Linux-aarch64-AWS, native, hashset, starting, timestamp, 1696844046099991
Linux-aarch64-AWS, native, hashset, main, timestamp, 1696844046101978
Linux-aarch64-AWS, native, hashset, start, timestamp, 1696844046101978
Linux-aarch64-AWS, native, hashset, end, timestamp, 1696844046434125
Linux-aarch64-AWS, native, hashset, accumulated, elapsed time, 332147
Linux-aarch64-AWS, wasmtime, hashset, calling, timestamp, 1696844046443077
Linux-aarch64-AWS, wasmtime, hashset, starting, timestamp, 1696844046445982
Linux-aarch64-AWS, wasmtime, hashset, main, timestamp, 1696844046737529
Linux-aarch64-AWS, wasmtime, hashset, start, timestamp, 1696844046737529
Linux-aarch64-AWS, wasmtime, hashset, end, timestamp, 1696844047147365
Linux-aarch64-AWS, wasmtime, hashset, accumulated, elapsed time, 409836
Linux-aarch64-AWS, iwasm, hashset, calling, timestamp, 1696844047163302
Linux-aarch64-AWS, iwasm, hashset, starting, timestamp, 1696844047164697
Linux-aarch64-AWS, iwasm, hashset, main, timestamp, 1696844047183603
Linux-aarch64-AWS, iwasm, hashset, start, timestamp, 1696844047183603
Linux-aarch64-AWS, iwasm, hashset, end, timestamp, 1696844051588603
Linux-aarch64-AWS, iwasm, hashset, accumulated, elapsed time, 4405000
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844051807880
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844051809056
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844051810234
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844051810234
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844052172128
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 353790
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844052173296
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844052174412
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844052175546
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844052175546
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844052537275
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 353629
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844052538414
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844052539517
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844052540628
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844052540628
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844052902256
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 353526
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844052903395
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844052904499
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844052905628
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844052905628
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844053265850
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 352127
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844053267049
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844053268158
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844053269284
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844053269284
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844053629233
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 351840
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844053630375
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844053631472
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844053632592
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844053632592
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844053992749
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 352068
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844053993885
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844053994985
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844053996098
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844053996098
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844054356286
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 352090
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844054357437
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844054358535
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844054359655
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844054359655
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844054719816
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 352067
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844054720950
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844054722068
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844054723175
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844054723175
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844055083092
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 351832
Linux-aarch64-AWS, native, quicksort, calling, timestamp, 1696844055084229
Linux-aarch64-AWS, native, quicksort, starting, timestamp, 1696844055085335
Linux-aarch64-AWS, native, quicksort, main, timestamp, 1696844055086461
Linux-aarch64-AWS, native, quicksort, start, timestamp, 1696844055086461
Linux-aarch64-AWS, native, quicksort, end, timestamp, 1696844055448582
Linux-aarch64-AWS, native, quicksort, accumulated, elapsed time, 354018
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844055457531
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844055460388
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844055515641
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844055515641
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844055916150
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 389462
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844055921060
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844055924026
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844055953748
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844055953748
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844056352817
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 388076
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844056354762
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844056357614
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844056377745
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844056377745
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844056777585
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 388799
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844056779497
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844056782262
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844056813714
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844056813714
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844057212624
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 387946
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844057214436
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844057217150
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844057241705
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844057241705
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844057639587
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 386884
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844057641395
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844057643946
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844057689664
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844057689664
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844058089925
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 389291
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844058091752
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844058094401
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844058121690
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844058121690
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844058521784
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 389137
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844058523596
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844058526259
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844058557693
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844058557693
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844058958474
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 389796
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844058960271
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844058962815
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844058985681
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844058985681
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844059383874
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 387197
Linux-aarch64-AWS, wasmtime, quicksort, calling, timestamp, 1696844059385736
Linux-aarch64-AWS, wasmtime, quicksort, starting, timestamp, 1696844059388253
Linux-aarch64-AWS, wasmtime, quicksort, main, timestamp, 1696844059417659
Linux-aarch64-AWS, wasmtime, quicksort, start, timestamp, 1696844059417659
Linux-aarch64-AWS, wasmtime, quicksort, end, timestamp, 1696844059815059
Linux-aarch64-AWS, wasmtime, quicksort, accumulated, elapsed time, 386389
Linux-aarch64-AWS, iwasm, quicksort, calling, timestamp, 1696844059824766
Linux-aarch64-AWS, iwasm, quicksort, starting, timestamp, 1696844059826087
Linux-aarch64-AWS, iwasm, quicksort, main, timestamp, 1696844059831644
Linux-aarch64-AWS, iwasm, quicksort, start, timestamp, 1696844059831644
Linux-aarch64-AWS, iwasm, quicksort, end, timestamp, 1696844062806911
Linux-aarch64-AWS, iwasm, quicksort, accumulated, elapsed time, 2776697
Linux-aarch64-AWS, iwasm, quicksort, calling, timestamp, 1696844062808937
Linux-aarch64-AWS, iwasm, quicksort, starting, timestamp, 1696844062810225
Linux-aarch64-AWS, iwasm, quicksort, main, timestamp, 1696844062815567
Linux-aarch64-AWS, iwasm, quicksort, start, timestamp, 1696844062815567
Linux-aarch64-AWS, iwasm, quicksort, end, timestamp, 1696844065800880
Linux-aarch64-AWS, iwasm, quicksort, accumulated, elapsed time, 2786722
