Linux-aarch64-Jetson, native, calibrate, calling, timestamp, 1696843480167832
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492222175
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492227765
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492240250
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492240250
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492240417
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 167
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492245653
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492250523
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492262582
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492262582
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492262754
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 172
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492267863
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492272821
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492284787
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492284787
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492284957
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492290204
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492294802
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492306839
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492306839
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492307008
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 169
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492312186
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492317014
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492329599
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492329599
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492329770
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 171
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492334942
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492340053
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492352123
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492352123
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492352294
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 171
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492357383
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492362225
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492375117
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492375117
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492375283
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 166
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492380399
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492385112
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492397110
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492397110
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492397279
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 169
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492402414
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492406941
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492418931
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492418931
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492419105
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 174
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492424251
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492428993
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492441440
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492441440
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492441610
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492446751
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492451626
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492463922
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492463922
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492464093
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 171
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492469255
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492473751
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492485818
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492485818
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492485988
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492491096
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492495693
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492507727
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492507727
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492507894
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 167
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492513028
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492517838
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492529795
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492529795
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492529969
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 174
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492535131
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492540323
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492553058
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492553058
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492553226
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 168
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492558221
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492562795
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492575077
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492575077
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492575245
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 168
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492580379
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492585281
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492597470
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492597470
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492597635
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 165
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492602777
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492607411
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492619337
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492619337
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492619506
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 169
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492624611
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492629684
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492642231
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492642231
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492642398
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 167
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492648346
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492652967
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492664978
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492664978
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492665148
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492670262
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492675395
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492688407
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492688407
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492688574
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 167
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492694116
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492700446
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492713047
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492713047
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492713213
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 166
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492718366
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492723458
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492735571
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492735571
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492735740
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 169
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492740881
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492745851
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492757960
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492757960
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492758131
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 171
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492763238
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492767834
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492779838
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492779838
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492780009
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 171
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492785198
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492790156
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492802727
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492802727
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492802896
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 169
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492808005
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492812779
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492824777
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492824777
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492824943
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 166
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492830020
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492834483
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492846540
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492846540
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492846708
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 168
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492851771
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492856498
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492868831
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492868831
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492869001
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492874177
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492879630
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492892116
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492892116
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492892282
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 166
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492897475
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492902561
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492914902
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492914902
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492915071
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 169
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492920183
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492924880
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492936872
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492936872
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492937042
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492942125
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492947547
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492960423
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492960423
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492960591
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 168
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492965754
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492970423
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843492982394
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843492982394
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843492982564
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843492988255
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843492993070
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493005045
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493005045
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493005212
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 167
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493010280
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493014939
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493026975
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493026975
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493027147
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 172
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493032264
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493037431
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493049641
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493049641
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493049812
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 171
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493054882
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493059435
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493071434
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493071434
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493071607
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 173
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493076773
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493081362
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493093391
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493093391
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493093559
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 168
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493098946
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493104250
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493116605
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493116605
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493116823
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 218
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493121904
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493126717
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493138768
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493138768
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493138936
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 168
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493144099
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493148605
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493160690
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493160690
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493160863
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 173
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493165943
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493170555
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493182532
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493182532
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493182702
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 170
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493187819
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493192333
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493204500
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493204500
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493204707
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 207
Linux-aarch64-Jetson, iwasm, calibrate, calling, timestamp, 1696843493209812
Linux-aarch64-Jetson, iwasm-interp, calibrate, starting, timestamp, 1696843493214832
Linux-aarch64-Jetson, iwasm, calibrate, main, timestamp, 1696843493227299
Linux-aarch64-Jetson, iwasm, calibrate, start, timestamp, 1696843493227299
Linux-aarch64-Jetson, iwasm, calibrate, end, timestamp, 1696843493227470
Linux-aarch64-Jetson, iwasm, calibrate, accumulated, elapsed time, 171
Linux-aarch64-Jetson, native, whitedb, calling, timestamp, 1696869480449884
Linux-aarch64-Jetson, native, whitedb, starting, timestamp, 1696869480453531
Linux-aarch64-Jetson, native, whitedb, main, timestamp, 1696869480457819
Linux-aarch64-Jetson, native, whitedb, start, timestamp, 1696869480457968
Linux-aarch64-Jetson, native, whitedb, end, timestamp, 1696869521319837
Linux-aarch64-Jetson, native, whitedb, accumulated, elapsed time, 40861869
Linux-aarch64-Jetson, wasmtime, whitedb, calling, timestamp, 1696869521473262
Linux-aarch64-Jetson, wasmtime, whitedb, starting, timestamp, 1696869521482515
Linux-aarch64-Jetson, wasmtime, whitedb, main, timestamp, 1696869521657067
Linux-aarch64-Jetson, wasmtime, whitedb, start, timestamp, 1696869521657183
Linux-aarch64-Jetson, wasmtime, whitedb, end, timestamp, 1696869569377085
Linux-aarch64-Jetson, wasmtime, whitedb, accumulated, elapsed time, 47719902
Linux-aarch64-Jetson, iwasm, whitedb, calling, timestamp, 1696869569426918
Linux-aarch64-Jetson, iwasm-interp, whitedb, starting, timestamp, 1696869569431923
Linux-aarch64-Jetson, iwasm, whitedb, main, timestamp, 1696869569450262
Linux-aarch64-Jetson, iwasm, whitedb, start, timestamp, 1696869569450405
Linux-aarch64-Jetson, iwasm, whitedb, end, timestamp, 1696870374523540
Linux-aarch64-Jetson, iwasm, whitedb, accumulated, elapsed time, 805073135
Linux-aarch64-Jetson, native, espeak, calling, timestamp, 1696859189766568
Linux-aarch64-Jetson, native, espeak, starting, timestamp, 1696859189770388
Linux-aarch64-Jetson, native, espeak, main, timestamp, 1696859189776388
Linux-aarch64-Jetson, native, espeak, start, timestamp, 1696859189783829
Linux-aarch64-Jetson, native, espeak, end, timestamp, 1696859244206585
Linux-aarch64-Jetson, native, espeak, accumulated, elapsed time, 54422756
Linux-aarch64-Jetson, wasmtime, espeak, calling, timestamp, 1696859244233842
Linux-aarch64-Jetson, wasmtime, espeak, starting, timestamp, 1696859244243391
Linux-aarch64-Jetson, wasmtime, espeak, main, timestamp, 1696859244561058
Linux-aarch64-Jetson, wasmtime, espeak, start, timestamp, 1696859244562671
Linux-aarch64-Jetson, wasmtime, espeak, end, timestamp, 1696859341746818
Linux-aarch64-Jetson, wasmtime, espeak, accumulated, elapsed time, 97184147
Linux-aarch64-Jetson, iwasm, espeak, calling, timestamp, 1696859341809925
Linux-aarch64-Jetson, iwasm-interp, espeak, starting, timestamp, 1696859341818687
Linux-aarch64-Jetson, iwasm, espeak, main, timestamp, 1696859341852798
Linux-aarch64-Jetson, iwasm, espeak, start, timestamp, 1696859341857016
Linux-aarch64-Jetson, iwasm, espeak, end, timestamp, 1696861347524577
Linux-aarch64-Jetson, iwasm, espeak, accumulated, elapsed time, 2005667561
Linux-aarch64-Jetson, native, mnist, calling, timestamp, 1696861720813282
Linux-aarch64-Jetson, native, mnist, starting, timestamp, 1696861720816909
Linux-aarch64-Jetson, native, mnist, main, timestamp, 1696861720821082
Linux-aarch64-Jetson, native, mnist, start, timestamp, 1696861721462706
Linux-aarch64-Jetson, native, mnist, end, timestamp, 1696862025143158
Linux-aarch64-Jetson, native, mnist, accumulated, elapsed time, 303680452
Linux-aarch64-Jetson, wasmtime, mnist, calling, timestamp, 1696862025175208
Linux-aarch64-Jetson, wasmtime, mnist, starting, timestamp, 1696862025185032
Linux-aarch64-Jetson, wasmtime, mnist, main, timestamp, 1696862025317151
Linux-aarch64-Jetson, wasmtime, mnist, start, timestamp, 1696862025365360
Linux-aarch64-Jetson, wasmtime, mnist, end, timestamp, 1696862372921307
Linux-aarch64-Jetson, wasmtime, mnist, accumulated, elapsed time, 347555947
Linux-aarch64-Jetson, iwasm, mnist, calling, timestamp, 1696862372951820
Linux-aarch64-Jetson, iwasm-interp, mnist, starting, timestamp, 1696862372956855
Linux-aarch64-Jetson, iwasm, mnist, main, timestamp, 1696862372970458
Linux-aarch64-Jetson, iwasm, mnist, start, timestamp, 1696862373013012
Linux-aarch64-Jetson, iwasm, mnist, end, timestamp, 1696869371440388
Linux-aarch64-Jetson, iwasm, mnist, accumulated, elapsed time, 6998427376
Linux-aarch64-Jetson, native, bzip2, calling, timestamp, 1696859159325841
Linux-aarch64-Jetson, native, bzip2, starting, timestamp, 1696859159329473
Linux-aarch64-Jetson, native, bzip2, main, timestamp, 1696859159333354
Linux-aarch64-Jetson, native, bzip2, start, timestamp, 1696859159333513
Linux-aarch64-Jetson, native, bzip2, end, timestamp, 1696859159533443
Linux-aarch64-Jetson, native, bzip2, accumulated, elapsed time, 199930
Linux-aarch64-Jetson, wasmtime, bzip2, calling, timestamp, 1696859159560063
Linux-aarch64-Jetson, wasmtime, bzip2, starting, timestamp, 1696859159569192
Linux-aarch64-Jetson, wasmtime, bzip2, main, timestamp, 1696859160009258
Linux-aarch64-Jetson, wasmtime, bzip2, start, timestamp, 1696859160009452
Linux-aarch64-Jetson, wasmtime, bzip2, end, timestamp, 1696859160281301
Linux-aarch64-Jetson, wasmtime, bzip2, accumulated, elapsed time, 271849
Linux-aarch64-Jetson, iwasm, bzip2, calling, timestamp, 1696859160314282
Linux-aarch64-Jetson, iwasm-interp, bzip2, starting, timestamp, 1696859160318696
Linux-aarch64-Jetson, iwasm, bzip2, main, timestamp, 1696859160341745
Linux-aarch64-Jetson, iwasm, bzip2, start, timestamp, 1696859160341962
Linux-aarch64-Jetson, iwasm, bzip2, end, timestamp, 1696859164246154
Linux-aarch64-Jetson, iwasm, bzip2, accumulated, elapsed time, 3904192
Linux-aarch64-Jetson, native, facedetection, calling, timestamp, 1696861400172150
Linux-aarch64-Jetson, native, facedetection, starting, timestamp, 1696861400175785
Linux-aarch64-Jetson, native, facedetection, main, timestamp, 1696861400206579
Linux-aarch64-Jetson, native, facedetection, start, timestamp, 1696861400206654
Linux-aarch64-Jetson, native, facedetection, end, timestamp, 1696861401186558
Linux-aarch64-Jetson, native, facedetection, accumulated, elapsed time, 979904
Linux-aarch64-Jetson, wasmtime, facedetection, calling, timestamp, 1696861401214399
Linux-aarch64-Jetson, wasmtime, facedetection, starting, timestamp, 1696861401223802
Linux-aarch64-Jetson, wasmtime, facedetection, main, timestamp, 1696861402030121
Linux-aarch64-Jetson, wasmtime, facedetection, start, timestamp, 1696861402030250
Linux-aarch64-Jetson, wasmtime, facedetection, end, timestamp, 1696861403504090
Linux-aarch64-Jetson, wasmtime, facedetection, accumulated, elapsed time, 1473840
